,func_name,line,ncalls,ccalls,tottime,cumtime,func,callers
315,termIsVar,73,307383,0,0.06480924,0.06473349,"<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>","[_lsprof.profiler_subentry(code=<code object _clean_thread_parent_frames at 0x103230a40, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/ipykernel/ipkernel.py"", line 775>, callcount=6, reccallcount=0, totaltime=7.575e-05, inlinetime=4.0209e-05)]"
340,termIsCompound,81,212902,0,0.09855158500000001,0.055441370000000004,"<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>","[_lsprof.profiler_subentry(code=<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>, callcount=212902, reccallcount=0, totaltime=0.043110215, inlinetime=0.043084715)]"
316,termFunc,89,88631,0,0.064405512,0.024772232,"<code object termFunc at 0x107ac1530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 89>","[_lsprof.profiler_subentry(code=<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=88631, reccallcount=0, totaltime=0.03963328, inlinetime=0.021958757000000002)]"
317,termArgs,97,57239,0,0.046247741,0.020413058,"<code object termArgs at 0x107ac1630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 97>","[_lsprof.profiler_subentry(code=<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=57239, reccallcount=0, totaltime=0.025834683, inlinetime=0.014060405000000002)]"
341,isNegative,184,29620,0,0.0028976960000000004,0.0028976960000000004,"<code object isNegative at 0x107ae94d0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 184>",
314,__len__,90,27992,0,0.009693048000000001,0.007375261,"<code object __len__ at 0x107ac1330, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 90>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=27992, reccallcount=0, totaltime=0.002317787, inlinetime=0.002317787)]"
358,getLiteral,115,24640,0,0.023279815000000002,0.0075436060000000004,"<code object getLiteral at 0x107afc4b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 115>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=24640, reccallcount=0, totaltime=0.015736209, inlinetime=0.0071706930000000006)]"
264,__init__,67,19488,0,0.0033837140000000003,0.00336059,"<code object __init__ at 0x107a07750, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>","[_lsprof.profiler_subentry(code=<code object _clean_thread_parent_frames at 0x103230a40, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/ipykernel/ipkernel.py"", line 775>, callcount=2, reccallcount=0, totaltime=2.3124e-05, inlinetime=1.2332000000000002e-05)]"
415,mguTermList,151,17057,0,0.253359864,0.096783874,"<code object mguTermList at 0x136a7a800, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 151>","[_lsprof.profiler_subentry(code=<code object __init__ at 0x107a07750, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>, callcount=1189, reccallcount=0, totaltime=0.00042907100000000005, inlinetime=0.00040594700000000004), _lsprof.profiler_subentry(code=""<method 'pop' of 'list' objects>"", callcount=68220, reccallcount=0, totaltime=0.009946153000000001, inlinetime=0.009946153000000001), _lsprof.profiler_subentry(code=<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=65822, reccallcount=0, totaltime=0.032537442, inlinetime=0.019119988), _lsprof.profiler_subentry(code=<code object termArgs at 0x107ac1630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 97>, callcount=40864, reccallcount=0, totaltime=0.033183133000000004, inlinetime=0.014968007), _lsprof.profiler_subentry(code=<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>, callcount=67463, reccallcount=21435, totaltime=0.010491028000000001, inlinetime=0.015401508000000001), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=40864, reccallcount=0, totaltime=0.006953877000000001, inlinetime=0.006953877000000001), _lsprof.profiler_subentry(code=<code object termFunc at 0x107ac1530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 89>, callcount=65821, reccallcount=0, totaltime=0.047783592, inlinetime=0.018471384), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=72799, reccallcount=0, totaltime=0.0077887270000000005, inlinetime=0.0077887270000000005), _lsprof.profiler_subentry(code=<code object _acquire_restore at 0x100d39130, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/threading.py"", line 315>, callcount=1, reccallcount=0, totaltime=3.5000000000000004e-06, inlinetime=1.7920000000000002e-06), _lsprof.profiler_subentry(code=""<method 'remove' of 'collections.deque' objects>"", callcount=1, reccallcount=0, totaltime=1.125e-06, inlinetime=1.125e-06), _lsprof.profiler_subentry(code=<code object composeBinding at 0x107a457c0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 150>, callcount=1189, reccallcount=0, totaltime=0.001513573, inlinetime=0.00102694), _lsprof.profiler_subentry(code=<code object occursCheck at 0x107c18e70, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 136>, callcount=1189, reccallcount=0, totaltime=0.001013535, inlinetime=0.00047860700000000003)]"
363,mgu,210,17057,0,0.268540787,0.012377062000000001,"<code object mgu at 0x107afd350, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 210>","[_lsprof.profiler_subentry(code=<code object send at 0x136443530, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/zmq/sugar/socket.py"", line 626>, callcount=1, reccallcount=0, totaltime=4.3708e-05, inlinetime=3.8293e-05), _lsprof.profiler_subentry(code=<code object __or__ at 0x100a85f10, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py"", line 1581>, callcount=2, reccallcount=0, totaltime=1.5833000000000002e-05, inlinetime=6.001000000000001e-06), _lsprof.profiler_subentry(code=<code object __init__ at 0x107a07750, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>, callcount=17057, reccallcount=0, totaltime=0.002689948, inlinetime=0.002689948), _lsprof.profiler_subentry(code=<code object _process_events at 0x135676990, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/selector_events.py"", line 740>, callcount=1, reccallcount=0, totaltime=2.5000000000000004e-07, inlinetime=2.5000000000000004e-07), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=1, reccallcount=0, totaltime=4.1700000000000004e-07, inlinetime=4.1700000000000004e-07), _lsprof.profiler_subentry(code=<code object _run at 0x135780010, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/events.py"", line 87>, callcount=0, reccallcount=0, totaltime=0.0, inlinetime=0.0), _lsprof.profiler_subentry(code=""<method 'append' of 'collections.deque' objects>"", callcount=1, reccallcount=0, totaltime=4.5800000000000005e-07, inlinetime=4.5800000000000005e-07), _lsprof.profiler_subentry(code=""<method 'popleft' of 'collections.deque' objects>"", callcount=1, reccallcount=0, totaltime=5.84e-07, inlinetime=5.84e-07), _lsprof.profiler_subentry(code=<code object time at 0x10126df30, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/base_events.py"", line 768>, callcount=1, reccallcount=0, totaltime=1.917e-06, inlinetime=1.542e-06), _lsprof.profiler_subentry(code=<code object __exit__ at 0x100d38f30, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/threading.py"", line 306>, callcount=1, reccallcount=0, totaltime=1.9590000000000002e-06, inlinetime=1.334e-06), _lsprof.profiler_subentry(code='<built-in method _heapq.heappop>', callcount=1, reccallcount=0, totaltime=1.25e-06, inlinetime=1.25e-06), _lsprof.profiler_subentry(code=<code object mguTermList at 0x136a7a800, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 151>, callcount=17053, reccallcount=16717, totaltime=0.004980073000000001, inlinetime=0.09674041400000001)]"
