,func_name,line,ncalls,ccalls,tottime,cumtime,func,callers
277,termIsVar,73,294419,0,0.06747342,0.06747342,"<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>",
302,termIsCompound,81,203986,0,0.10139859400000001,0.056025306000000004,"<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>","[_lsprof.profiler_subentry(code=<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>, callcount=203986, reccallcount=0, totaltime=0.045373288000000005, inlinetime=0.045373288000000005)]"
278,termFunc,89,84780,0,0.06726296600000001,0.026225151000000002,"<code object termFunc at 0x107ac1530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 89>","[_lsprof.profiler_subentry(code=<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=84780, reccallcount=0, totaltime=0.041037815000000005, inlinetime=0.022749456)]"
279,termArgs,97,55025,0,0.046318250000000005,0.019400287000000002,"<code object termArgs at 0x107ac1630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 97>","[_lsprof.profiler_subentry(code=<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=55025, reccallcount=0, totaltime=0.026917963000000003, inlinetime=0.014505374000000001)]"
303,isNegative,184,26186,0,0.002621122,0.002621122,"<code object isNegative at 0x107ae94d0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 184>",
276,__len__,90,22882,0,0.008207056,0.006277709,"<code object __len__ at 0x107ac1330, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 90>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=22882, reccallcount=0, totaltime=0.001929347, inlinetime=0.001929347)]"
320,getLiteral,115,20242,0,0.019627027000000002,0.006344143,"<code object getLiteral at 0x107afc4b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 115>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=20242, reccallcount=0, totaltime=0.013282884, inlinetime=0.006019263)]"
230,__init__,67,18715,0,0.0043267800000000006,0.004297281,"<code object __init__ at 0x107a07750, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>","[_lsprof.profiler_subentry(code=<code object _clean_thread_parent_frames at 0x103230a40, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/ipykernel/ipkernel.py"", line 775>, callcount=2, reccallcount=0, totaltime=2.9499000000000003e-05, inlinetime=1.6040000000000002e-05)]"
371,mguTermList,151,16338,0,0.265210942,0.10005708,"<code object mguTermList at 0x136a7a800, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 151>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=69892, reccallcount=0, totaltime=0.008328308000000001, inlinetime=0.008328308000000001), _lsprof.profiler_subentry(code=<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=62993, reccallcount=0, totaltime=0.032858639, inlinetime=0.018449526), _lsprof.profiler_subentry(code=<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>, callcount=64627, reccallcount=0, totaltime=0.016429969000000003, inlinetime=0.016429969000000003), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=39413, reccallcount=0, totaltime=0.007653696000000001, inlinetime=0.007653696000000001), _lsprof.profiler_subentry(code=""<method 'pop' of 'list' objects>"", callcount=65342, reccallcount=0, totaltime=0.010892909000000001, inlinetime=0.010892909000000001), _lsprof.profiler_subentry(code=<code object termFunc at 0x107ac1530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 89>, callcount=62992, reccallcount=0, totaltime=0.051328252000000005, inlinetime=0.020209558000000002), _lsprof.profiler_subentry(code=<code object occursCheck at 0x107c18e70, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 136>, callcount=1165, reccallcount=0, totaltime=0.001098903, inlinetime=0.0005284760000000001), _lsprof.profiler_subentry(code=<code object composeBinding at 0x107a457c0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 150>, callcount=1165, reccallcount=0, totaltime=0.002163186, inlinetime=0.001163799), _lsprof.profiler_subentry(code=<code object __init__ at 0x107a07750, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>, callcount=1165, reccallcount=0, totaltime=0.000341628, inlinetime=0.000341628), _lsprof.profiler_subentry(code=<code object termArgs at 0x107ac1630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 97>, callcount=39413, reccallcount=0, totaltime=0.034039881, inlinetime=0.014268920000000001)]"
325,mgu,210,16338,0,0.282542031,0.013981309,"<code object mgu at 0x107afd350, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 210>","[_lsprof.profiler_subentry(code=<code object __or__ at 0x100a85f10, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py"", line 1581>, callcount=5, reccallcount=0, totaltime=4.4666e-05, inlinetime=1.6872e-05), _lsprof.profiler_subentry(code=<code object send at 0x136443530, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/zmq/sugar/socket.py"", line 626>, callcount=4, reccallcount=0, totaltime=7.529100000000001e-05, inlinetime=6.0245000000000003e-05), _lsprof.profiler_subentry(code=<code object mguTermList at 0x136a7a800, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 151>, callcount=16336, reccallcount=5700, totaltime=0.182354508, inlinetime=0.100037662), _lsprof.profiler_subentry(code=<code object __init__ at 0x107a07750, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>, callcount=16337, reccallcount=0, totaltime=0.0032014070000000003, inlinetime=0.0032014070000000003)]"
