,func_name,line,ncalls,ccalls,tottime,cumtime,func,callers
291,termIsVar,73,99649,0,0.030145618000000002,0.030145618000000002,"<code object termIsVar at 0x10b595430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>",
319,termIsCompound,81,63383,0,0.037329838000000004,0.020221439,"<code object termIsCompound at 0x10b5c13e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>","[_lsprof.profiler_subentry(code=<code object termIsVar at 0x10b595430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>, callcount=63382, reccallcount=0, totaltime=0.01710719, inlinetime=0.01710719)]"
292,termFunc,89,29969,0,0.029750342000000003,0.010942919,"<code object termFunc at 0x10b595530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 89>","[_lsprof.profiler_subentry(code=<code object termIsCompound at 0x10b5c13e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=29969, reccallcount=0, totaltime=0.018807423, inlinetime=0.009519318)]"
246,__init__,67,16994,0,0.005198341,0.005198341,"<code object __init__ at 0x10b4df630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>",
389,mguTermList,151,13299,0,0.133235757,0.054851026000000004,"<code object mguTermList at 0x13aaf2400, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 151>","[_lsprof.profiler_subentry(code=<code object __call__ at 0x10b5c17a0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 86>, callcount=1640, reccallcount=0, totaltime=0.004877408000000001, inlinetime=0.002248756), _lsprof.profiler_subentry(code=<code object __init__ at 0x10b4df630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>, callcount=1785, reccallcount=0, totaltime=0.0008310180000000001, inlinetime=0.0008310180000000001), _lsprof.profiler_subentry(code=<code object termArgs at 0x10b595630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 97>, callcount=2358, reccallcount=0, totaltime=0.002105225, inlinetime=0.0009587450000000001), _lsprof.profiler_subentry(code=<code object occursCheck at 0x10b5f0e70, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 136>, callcount=1785, reccallcount=0, totaltime=0.002529309, inlinetime=0.001147755), _lsprof.profiler_subentry(code=<code object composeBinding at 0x10b51d7c0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 150>, callcount=1784, reccallcount=0, totaltime=0.004709324, inlinetime=0.002546853), _lsprof.profiler_subentry(code=""<method 'pop' of 'list' objects>"", callcount=30724, reccallcount=0, totaltime=0.0058913870000000005, inlinetime=0.0058913870000000005), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=2358, reccallcount=0, totaltime=0.000480631, inlinetime=0.000480631), _lsprof.profiler_subentry(code=<code object termFunc at 0x10b595530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 89>, callcount=26748, reccallcount=0, totaltime=0.027006775, inlinetime=0.009904629), _lsprof.profiler_subentry(code=<code object termIsCompound at 0x10b5c13e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=26749, reccallcount=6586, totaltime=0.011508054, inlinetime=0.008249727), _lsprof.profiler_subentry(code=<code object termIsVar at 0x10b595430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>, callcount=28906, reccallcount=0, totaltime=0.009801691000000001, inlinetime=0.009801691000000001), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=43058, reccallcount=0, totaltime=0.005535459, inlinetime=0.005535459)]"
340,mgu,210,13299,0,0.14959286800000002,0.012530088,"<code object mgu at 0x10b5d9230, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 210>","[_lsprof.profiler_subentry(code=<code object _process_events at 0x129e9b9c0, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/selector_events.py"", line 740>, callcount=1, reccallcount=0, totaltime=2.5000000000000004e-07, inlinetime=2.5000000000000004e-07), _lsprof.profiler_subentry(code=<code object __init__ at 0x10b4df630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>, callcount=13299, reccallcount=0, totaltime=0.0037421900000000003, inlinetime=0.0037421900000000003), _lsprof.profiler_subentry(code='<built-in method _heapq.heappop>', callcount=1, reccallcount=0, totaltime=1.334e-06, inlinetime=1.334e-06), _lsprof.profiler_subentry(code=<code object mguTermList at 0x13aaf2400, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 151>, callcount=13297, reccallcount=3271, totaltime=0.10973510600000001, inlinetime=0.054804856000000006), _lsprof.profiler_subentry(code=<code object time at 0x100c99f30, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/base_events.py"", line 768>, callcount=1, reccallcount=0, totaltime=3.0830000000000004e-06, inlinetime=2.792e-06), _lsprof.profiler_subentry(code=""<method 'append' of 'collections.deque' objects>"", callcount=1, reccallcount=0, totaltime=4.5800000000000005e-07, inlinetime=4.5800000000000005e-07), _lsprof.profiler_subentry(code=""<method 'popleft' of 'collections.deque' objects>"", callcount=1, reccallcount=0, totaltime=3.75e-07, inlinetime=3.75e-07), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=1, reccallcount=0, totaltime=3.34e-07, inlinetime=3.34e-07), _lsprof.profiler_subentry(code=<code object _run at 0x129e640d0, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/events.py"", line 87>, callcount=0, reccallcount=0, totaltime=0.0, inlinetime=0.0), _lsprof.profiler_subentry(code=<code object send at 0x129e513d0, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/zmq/sugar/socket.py"", line 626>, callcount=1, reccallcount=0, totaltime=1.4625000000000001e-05, inlinetime=1.4541e-05), _lsprof.profiler_subentry(code=<code object __or__ at 0x1004b1f10, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py"", line 1581>, callcount=2, reccallcount=0, totaltime=1.7334e-05, inlinetime=6.667000000000001e-06)]"
199,NextUnfiltered,297,8074,0,0.029023834000000002,0.015533217,"<code object NextUnfiltered at 0x10a6d7980, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 297>","[_lsprof.profiler_subentry(code=""<method 'pop' of 'list' objects>"", callcount=5864, reccallcount=0, totaltime=0.0009774030000000002, inlinetime=0.0009774030000000002), _lsprof.profiler_subentry(code=""<method 'end' of 're.Match' objects>"", callcount=4418, reccallcount=0, totaltime=0.0007584380000000001, inlinetime=0.0007584380000000001), _lsprof.profiler_subentry(code=""<method 'match' of 're.Pattern' objects>"", callcount=33546, reccallcount=0, totaltime=0.010065609000000001, inlinetime=0.010065609000000001), _lsprof.profiler_subentry(code=<code object __init__ at 0x10b4da430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 126>, callcount=2210, reccallcount=0, totaltime=0.000429052, inlinetime=0.000429052), _lsprof.profiler_subentry(code=""<method 'start' of 're.Match' objects>"", callcount=2209, reccallcount=0, totaltime=0.00039077700000000003, inlinetime=0.00039077700000000003), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=8074, reccallcount=0, totaltime=0.000869755, inlinetime=0.000869755)]"
254,Next,288,7421,0,0.032492736,0.003459277,"<code object Next at 0x10b51c5a0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 288>","[_lsprof.profiler_subentry(code=<code object NextUnfiltered at 0x10a6d7980, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 297>, callcount=8073, reccallcount=7233, totaltime=0.004739705, inlinetime=0.015510342000000002)]"
231,Push,200,5865,0,0.0026018620000000004,0.0016781830000000002,"<code object Push at 0x10b463440, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 200>","[_lsprof.profiler_subentry(code=""<method 'append' of 'list' objects>"", callcount=5865, reccallcount=0, totaltime=0.0009236790000000001, inlinetime=0.0009236790000000001)]"
232,Look,207,5865,0,0.036411660000000005,0.0031606430000000003,"<code object Look at 0x10b463aa0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 207>","[_lsprof.profiler_subentry(code=<code object Push at 0x10b463440, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 200>, callcount=5864, reccallcount=0, totaltime=0.002600612, inlinetime=0.0016773920000000002), _lsprof.profiler_subentry(code=<code object __set__ at 0x1017551b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/traitlets/traitlets.py"", line 708>, callcount=2, reccallcount=0, totaltime=0.00022195800000000002, inlinetime=4.833e-06), _lsprof.profiler_subentry(code=<code object Next at 0x10b51c5a0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/lexer.py"", line 288>, callcount=5864, reccallcount=5295, totaltime=0.005104391000000001, inlinetime=0.0028201740000000004), _lsprof.profiler_subentry(code=<code object _writeout_output_cache at 0x102530bb0, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/IPython/core/history.py"", line 839>, callcount=1, reccallcount=0, totaltime=1.3375000000000002e-05, inlinetime=5.749e-06), _lsprof.profiler_subentry(code=""<method '__exit__' of '_thread.lock' objects>"", callcount=2, reccallcount=0, totaltime=1.7500000000000002e-06, inlinetime=1.7500000000000002e-06)]"
