,func_name,line,ncalls,ccalls,tottime,cumtime,func,callers
260,termIsVar,73,718055,0,0.160738769,0.160491726,"<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>","[_lsprof.profiler_subentry(code=<code object _clean_thread_parent_frames at 0x103230a40, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/ipykernel/ipkernel.py"", line 775>, callcount=20, reccallcount=0, totaltime=0.000247043, inlinetime=0.000134589)]"
285,termIsCompound,81,472961,0,0.22854580500000002,0.12639080700000002,"<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>","[_lsprof.profiler_subentry(code=<code object send at 0x136443530, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/zmq/sugar/socket.py"", line 626>, callcount=1, reccallcount=0, totaltime=1.3959000000000001e-05, inlinetime=1.3959000000000001e-05), _lsprof.profiler_subentry(code=<code object __or__ at 0x100a85f10, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py"", line 1581>, callcount=2, reccallcount=0, totaltime=1.3166e-05, inlinetime=5.208e-06), _lsprof.profiler_subentry(code=<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>, callcount=472961, reccallcount=0, totaltime=0.102115207, inlinetime=0.10198362200000001)]"
261,termFunc,89,224059,0,0.172185316,0.06628518800000001,"<code object termFunc at 0x107ac1530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 89>","[_lsprof.profiler_subentry(code=<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=224059, reccallcount=0, totaltime=0.10590012800000001, inlinetime=0.058496379)]"
262,termArgs,97,150940,0,0.125986274,0.052335160000000006,"<code object termArgs at 0x107ac1630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 97>","[_lsprof.profiler_subentry(code=<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=150940, reccallcount=0, totaltime=0.073651114, inlinetime=0.040310811)]"
286,isNegative,184,138607,0,0.014077027,0.014077027,"<code object isNegative at 0x107ae94d0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 184>",
259,__len__,90,119493,0,0.042919111,0.032275064,"<code object __len__ at 0x107ac1330, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 90>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=119493, reccallcount=0, totaltime=0.010644047, inlinetime=0.010644047)]"
303,getLiteral,115,100751,0,0.09949579300000001,0.032975286,"<code object getLiteral at 0x107afc4b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 115>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=100751, reccallcount=0, totaltime=0.066520507, inlinetime=0.030065529)]"
254,termEqual,173,43993,13499,0.19132500800000002,0.061657549000000006,"<code object termEqual at 0x107abe8d0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 173>","[_lsprof.profiler_subentry(code=<code object termFunc at 0x107ac1530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 89>, callcount=80130, reccallcount=0, totaltime=0.060734741, inlinetime=0.023186862000000003), _lsprof.profiler_subentry(code=<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>, callcount=85635, reccallcount=0, totaltime=0.019780458, inlinetime=0.019733209), _lsprof.profiler_subentry(code=<code object termArgs at 0x107ac1630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 97>, callcount=34262, reccallcount=0, totaltime=0.028330635000000003, inlinetime=0.011950008000000002), _lsprof.profiler_subentry(code=<code object termListEqual at 0x107a944b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 158>, callcount=17131, reccallcount=3632, totaltime=0.060446767000000005, inlinetime=0.015758847)]"
288,isInferenceLit,206,33670,0,0.0032234150000000003,0.0032234150000000003,"<code object isInferenceLit at 0x107ae96b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 206>",
182,apply,117,33630,16815,0.15722013,0.090740188,"<code object apply at 0x1078b3860, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 117>","[_lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=31401, reccallcount=0, totaltime=0.006445644, inlinetime=0.006445644), _lsprof.profiler_subentry(code=<code object termFunc at 0x107ac1530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 89>, callcount=31401, reccallcount=0, totaltime=0.023742069, inlinetime=0.00922702), _lsprof.profiler_subentry(code=<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>, callcount=33630, reccallcount=0, totaltime=0.008430739000000001, inlinetime=0.008385239000000001), _lsprof.profiler_subentry(code=<code object termArgs at 0x107ac1630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 97>, callcount=31401, reccallcount=0, totaltime=0.026994296, inlinetime=0.011050261), _lsprof.profiler_subentry(code=<code object apply at 0x1078b3860, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 117>, callcount=16815, reccallcount=0, totaltime=0.097582607, inlinetime=0.065687728), _lsprof.profiler_subentry(code=<code object value at 0x107a7b220, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 101>, callcount=2229, reccallcount=0, totaltime=0.000496276, inlinetime=0.000496276), _lsprof.profiler_subentry(code=<code object _clean_thread_parent_frames at 0x103230a40, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/ipykernel/ipkernel.py"", line 775>, callcount=28, reccallcount=0, totaltime=0.00037091800000000003, inlinetime=0.000185791)]"
