,func_name,line,ncalls,ccalls,tottime,cumtime,func,callers
259,termIsVar,73,320380,0,0.067948232,0.06790019,"<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>","[_lsprof.profiler_subentry(code=<code object _clean_thread_parent_frames at 0x103230a40, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/ipykernel/ipkernel.py"", line 775>, callcount=4, reccallcount=0, totaltime=4.8042000000000005e-05, inlinetime=2.4335e-05)]"
284,termIsCompound,81,221538,0,0.103237674,0.058119003,"<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>","[_lsprof.profiler_subentry(code=<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>, callcount=221537, reccallcount=0, totaltime=0.045117879, inlinetime=0.045093879)]"
260,termFunc,89,92672,0,0.06917614500000001,0.026642159000000002,"<code object termFunc at 0x107ac1530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 89>","[_lsprof.profiler_subentry(code=<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=92671, reccallcount=0, totaltime=0.042533278, inlinetime=0.023990482)]"
261,termArgs,97,59727,0,0.047870172,0.020035052,"<code object termArgs at 0x107ac1630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 97>","[_lsprof.profiler_subentry(code=<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=59727, reccallcount=0, totaltime=0.02783512, inlinetime=0.015488905)]"
285,isNegative,184,32969,0,0.0033183780000000003,0.0033183780000000003,"<code object isNegative at 0x107ae94d0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/literals.py"", line 184>",
258,__len__,90,31416,0,0.011291629000000001,0.008614145,"<code object __len__ at 0x107ac1330, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 90>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=31416, reccallcount=0, totaltime=0.0026774840000000004, inlinetime=0.0026774840000000004)]"
302,getLiteral,115,27812,0,0.026807728000000003,0.008664173,"<code object getLiteral at 0x107afc4b0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/clauses.py"", line 115>","[_lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=27812, reccallcount=0, totaltime=0.018143555000000002, inlinetime=0.008113881)]"
212,__init__,67,20073,0,0.00392682,0.0038927360000000004,"<code object __init__ at 0x107a07750, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>","[_lsprof.profiler_subentry(code=<code object _clean_thread_parent_frames at 0x103230a40, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/ipykernel/ipkernel.py"", line 775>, callcount=2, reccallcount=0, totaltime=3.4084e-05, inlinetime=1.5168000000000001e-05)]"
352,mguTermList,151,17590,0,0.260170283,0.099399785,"<code object mguTermList at 0x136a7a800, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 151>","[_lsprof.profiler_subentry(code=<code object termArgs at 0x107ac1630, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 97>, callcount=41972, reccallcount=0, totaltime=0.032884629000000005, inlinetime=0.013884673), _lsprof.profiler_subentry(code=<code object termFunc at 0x107ac1530, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 89>, callcount=67912, reccallcount=0, totaltime=0.050329048, inlinetime=0.019550871), _lsprof.profiler_subentry(code=<code object termIsVar at 0x107ac1430, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 73>, callcount=69582, reccallcount=0, totaltime=0.01607231, inlinetime=0.01607231), _lsprof.profiler_subentry(code=""<method 'extend' of 'list' objects>"", callcount=41972, reccallcount=0, totaltime=0.007070166, inlinetime=0.007070166), _lsprof.profiler_subentry(code=<code object termIsCompound at 0x107ae93e0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/terms.py"", line 81>, callcount=67914, reccallcount=0, totaltime=0.032255907, inlinetime=0.018284446000000003), _lsprof.profiler_subentry(code='<built-in method _heapq.heappop>', callcount=1, reccallcount=0, totaltime=1.291e-06, inlinetime=1.291e-06), _lsprof.profiler_subentry(code=<code object composeBinding at 0x107a457c0, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 150>, callcount=1214, reccallcount=0, totaltime=0.0019676480000000002, inlinetime=0.001097289), _lsprof.profiler_subentry(code=<code object occursCheck at 0x107c18e70, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 136>, callcount=1214, reccallcount=386, totaltime=0.000726677, inlinetime=0.0005143820000000001), _lsprof.profiler_subentry(code=<code object __or__ at 0x100a85f10, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/enum.py"", line 1581>, callcount=1, reccallcount=0, totaltime=9.375000000000001e-06, inlinetime=3.209e-06), _lsprof.profiler_subentry(code=<code object send at 0x136443530, file ""/Users/jannisgehring/VSCode/coursework-pyres/.venv/lib/python3.13/site-packages/zmq/sugar/socket.py"", line 626>, callcount=0, reccallcount=0, totaltime=0.0, inlinetime=0.0), _lsprof.profiler_subentry(code=""<method 'popleft' of 'collections.deque' objects>"", callcount=1, reccallcount=0, totaltime=2.5000000000000004e-07, inlinetime=2.5000000000000004e-07), _lsprof.profiler_subentry(code=<code object __init__ at 0x107a07750, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>, callcount=1214, reccallcount=0, totaltime=0.00033243000000000004, inlinetime=0.00033243000000000004), _lsprof.profiler_subentry(code=<code object _process_events at 0x135676990, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/selector_events.py"", line 740>, callcount=1, reccallcount=0, totaltime=3.3300000000000003e-07, inlinetime=3.3300000000000003e-07), _lsprof.profiler_subentry(code=<code object _run at 0x135780010, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/events.py"", line 87>, callcount=0, reccallcount=0, totaltime=0.0, inlinetime=0.0), _lsprof.profiler_subentry(code='<built-in method builtins.len>', callcount=74979, reccallcount=0, totaltime=0.008205547, inlinetime=0.008205547), _lsprof.profiler_subentry(code=""<method 'append' of 'collections.deque' objects>"", callcount=1, reccallcount=0, totaltime=4.5800000000000005e-07, inlinetime=4.5800000000000005e-07), _lsprof.profiler_subentry(code=<code object time at 0x10126df30, file ""/opt/homebrew/Cellar/python@3.13/3.13.0_1/Frameworks/Python.framework/Versions/3.13/lib/python3.13/asyncio/base_events.py"", line 768>, callcount=1, reccallcount=0, totaltime=2.041e-06, inlinetime=1.833e-06), _lsprof.profiler_subentry(code=""<method 'pop' of 'list' objects>"", callcount=70360, reccallcount=0, totaltime=0.010493849000000001, inlinetime=0.010493849000000001)]"
307,mgu,210,17590,0,0.276586208,0.01333395,"<code object mgu at 0x107afd350, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 210>","[_lsprof.profiler_subentry(code=<code object mguTermList at 0x136a7a800, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/unification.py"", line 151>, callcount=17588, reccallcount=5643, totaltime=0.17730896100000001, inlinetime=0.09937936800000001), _lsprof.profiler_subentry(code=<code object __init__ at 0x107a07750, file ""/Users/jannisgehring/VSCode/coursework-pyres/PyRes/substitutions.py"", line 67>, callcount=17590, reccallcount=0, totaltime=0.0029342670000000004, inlinetime=0.0029342670000000004)]"
